tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.59523,-1.0844,-0.38187,-0.075666,0.24644,-0.0022022,-0.12587,0.069632
-0.38137,1.197,0.32671,0.008217,0.29026,0.019945,-0.13189,-0.035386
-0.51259,-1.0544,-0.69027,-0.10149,0.21837,0.043798,-0.23695,0.24878
-0.51454,0.89755,0.49147,-0.0078339,0.25956,0.032375,-0.20037,-0.17978
-0.3741,-0.28149,-0.57901,-0.1328,0.21628,0.037747,-0.26204,0.31269
-0.52187,0.15662,0.38733,-0.053507,0.23725,0.032998,-0.27121,-0.20887
-0.40625,0.46396,-0.34208,-0.082802,0.22634,0.035879,-0.28848,0.28904
-0.59595,-0.64726,-0.0064601,-0.013351,0.20792,0.033524,-0.30495,-0.07143
-0.3311,1.2135,0.11161,0.042612,0.23871,0.034326,-0.26954,0.10775
-0.50197,-1.2109,-0.46851,-0.02603,0.18248,0.035353,-0.29704,0.10076
-0.41762,1.022,0.43568,0.029978,0.2363,0.038299,-0.21517,-0.084694
-0.56513,-1.0348,-0.63862,-0.072737,0.17175,0.039672,-0.24019,0.27609
-0.44004,0.66517,0.45947,0.032219,0.20762,0.042778,-0.17527,-0.21115
-0.45859,-0.21103,-0.63979,-0.06406,0.16417,0.039479,-0.19485,0.34054
-0.48548,-0.34906,0.19427,-0.044862,0.16638,0.036078,-0.16423,-0.1726
-0.40214,0.65324,-0.19681,-0.10003,0.16974,0.035815,-0.12638,0.2316
-0.52822,-1.0762,-0.17747,-0.10639,0.12976,0.03457,-0.14493,-0.013701
-0.3722,1.1623,0.19153,-0.02321,0.17187,0.034397,-0.10934,0.044053
-0.4446,-1.5302,-0.39471,-0.052974,0.096707,0.032106,-0.19274,0.16694
-0.49202,0.90337,0.4239,0.089068,0.16018,0.03183,-0.15655,-0.13266
-0.41389,-1.122,-0.3993,-0.035144,0.055847,0.032465,-0.26301,0.38104
-0.5439,0.08173,0.44358,0.063589,0.11092,0.037336,-0.21044,-0.23666
-0.44716,-0.19348,-0.22461,-0.025124,0.064486,0.036117,-0.26136,0.38031
-0.47092,-0.94167,0.24046,0.0027768,0.05509,0.038068,-0.2728,-0.13692
-0.37976,0.67891,0.051144,-0.007487,0.086257,0.034114,-0.25109,0.1976
-0.55493,-1.7287,-0.098606,-0.075756,0.0071593,0.034416,-0.32807,0.067661
-0.57976,0.99703,0.3073,-0.027655,0.08566,0.038344,-0.27249,0.0071813
-0.39244,-1.8206,-0.3289,-0.16616,-0.032396,0.035135,-0.35774,0.3418
-0.4963,0.64043,0.44899,0.0024685,0.064723,0.033479,-0.228,-0.20388
-0.5179,-1.1885,-0.38745,-0.10628,-0.028857,0.032536,-0.33958,0.45325
-0.49566,-0.45911,0.31591,0.026439,0.021815,0.033755,-0.30858,-0.23698
-0.52969,-0.038477,-0.26214,-0.013203,-0.00014935,0.032709,-0.32406,0.36497
-0.51234,-1.2154,0.0096642,0.04371,-0.031831,0.033267,-0.34326,-0.071795
-0.5237,0.72456,0.044013,0.078239,0.0089833,0.034724,-0.28067,0.1527
-0.4999,-1.9549,-0.26342,-0.0046931,-0.078586,0.032709,-0.35048,0.16589
-0.47445,0.94403,0.33503,0.082755,0.0023682,0.032767,-0.24432,-0.094673
-0.49254,-1.8477,-0.42827,-0.066706,-0.11456,0.029288,-0.31912,0.40296
-0.50098,0.47679,0.38313,0.07226,-0.038921,0.029789,-0.2423,-0.25031
-0.42405,-0.89698,-0.44057,-0.041015,-0.12001,0.027601,-0.28719,0.45047
-0.55595,-0.70357,0.21382,0.034275,-0.10295,0.028698,-0.23071,-0.21992
-0.40108,-0.027123,-0.17065,-0.0091249,-0.11052,0.026362,-0.19896,0.33105
-0.48102,-1.6118,-0.030544,-0.033024,-0.16581,0.028968,-0.22646,-0.028474
-0.4739,0.7894,0.1267,0.0011132,-0.092991,0.030655,-0.14832,0.083773
-0.4317,-1.6627,-0.39196,-0.061857,-0.19758,0.029295,-0.21511,0.24443
-0.55265,1.045,0.31732,0.079794,-0.093646,0.030732,-0.1051,-0.15209
-0.39634,-1.2644,-0.38557,-0.037379,-0.24188,0.030431,-0.21819,0.37227
-0.50173,0.38402,0.33101,0.12726,-0.14801,0.028448,-0.094806,-0.25068
-0.45109,-0.59574,-0.37475,0.026439,-0.25336,0.013559,-0.20289,0.42295
-0.47998,-0.6518,0.10971,0.078785,-0.21728,0.017525,-0.1843,-0.17606
-0.44573,0.36477,-0.080953,0.044436,-0.19156,0.018071,-0.14375,0.24832
-0.3332,-1.5435,-0.12396,-0.015361,-0.28406,0.019142,-0.2358,0.034172
-0.50315,0.88024,0.22603,0.0058084,-0.17511,0.021549,-0.1036,0.00039099
-0.41217,-1.805,-0.38813,-0.11277,-0.33832,0.017378,-0.27586,0.20894
-0.48578,0.61993,0.38535,0.045181,-0.16922,0.018475,-0.15477,-0.17791
-0.51702,-1.4759,-0.41612,-0.095725,-0.27639,0.016736,-0.27082,0.44307
-0.48513,-0.089975,0.36438,0.038411,-0.20588,0.016774,-0.21684,-0.24214
-0.47757,-0.31499,-0.21409,-0.0060547,-0.26928,0.013386,-0.26382,0.33961
-0.4937,-1.1986,0.13909,0.049323,-0.26596,0.016492,-0.27609,-0.18012
-0.53859,0.525,0.11693,0.019855,-0.19072,0.016839,-0.20578,0.22853
-0.51253,-1.9151,-0.14975,-0.080483,-0.26655,0.020086,-0.26734,0.10896
-0.53413,0.85428,0.33623,-0.019941,-0.15499,0.021305,-0.1409,-0.046484
-0.54648,-1.981,-0.44919,-0.17437,-0.27119,0.019296,-0.23356,0.36928
-0.52719,0.46763,0.35138,-0.050899,-0.15774,0.02194,-0.083098,-0.24243
-0.47607,-1.1318,-0.50653,-0.21336,-0.37325,0.021401,-0.26648,0.48194
-0.58144,-0.56072,0.19729,-0.12845,-0.25779,0.026811,-0.16386,-0.22515
-0.50877,-0.22726,-0.23691,-0.16918,-0.19454,0.024681,-0.066973,0.32888
-0.54557,-1.5093,-0.05527,-0.1142,-0.24081,0.021074,-0.10943,-0.10343
-0.56369,0.6011,0.022917,-0.026454,-0.18519,0.015561,-0.037888,0.1414
-0.4329,-2.0976,-0.41011,-0.092224,-0.32962,0.015042,-0.17909,0.16876
-0.68392,0.77441,0.27155,0.079723,-0.20783,-0.0070987,-0.073408,-0.11716
-0.47611,-1.6867,-0.48515,-0.057226,-0.33236,-0.0085106,-0.19657,0.317
-0.52888,0.20911,0.36559,0.062272,-0.19883,-0.005488,-0.093977,-0.24187
-0.50139,-0.84321,-0.32751,-0.10795,-0.27388,-0.013343,-0.18011,0.37558
-0.59452,-1.0545,0.22821,-0.091344,-0.21744,-0.011071,-0.14519,-0.22396
-0.55557,0.11561,-0.059375,-0.20984,-0.20926,-0.015108,-0.14698,0.30663
-0.50289,-1.9274,-0.066319,-0.26253,-0.25671,-0.013292,-0.20282,-0.0088087
-0.55232,0.66735,0.27067,-0.19507,-0.16092,-0.013619,-0.11509,0.035511
-0.49433,-1.9898,-0.1869,-0.26511,-0.29453,-0.015647,-0.24361,0.13238
-0.51879,0.42994,0.39579,-0.099296,-0.16939,-0.016032,-0.12723,-0.11701
-0.55357,-1.3146,-0.25824,-0.1365,-0.2852,-0.014588,-0.25068,0.2261
-0.58855,-0.2486,0.2963,0.056087,-0.21502,-0.010198,-0.18715,-0.1884
-0.52013,-0.51576,-0.27438,0.078342,-0.24375,-0.010468,-0.20345,0.23552
-0.58132,-1.5351,0.083958,0.15853,-0.25453,-0.0061682,-0.21913,-0.14617
-0.54817,0.50335,-0.0015265,0.10706,-0.23749,-0.0075865,-0.19842,0.13951
-0.54791,-1.845,-0.12643,-0.027758,-0.30722,-0.0064121,-0.23378,-0.002919
-0.57595,0.65853,0.25084,-0.017526,-0.24346,-0.0071244,-0.16299,-0.022487
-0.47219,-1.6897,-0.2956,-0.20597,-0.34677,-0.010307,-0.24759,0.19351
-0.6565,0.22597,0.35321,-0.11153,-0.26503,-0.012496,-0.15222,-0.16718
-0.53491,-0.87579,-0.32304,-0.25747,-0.33592,-0.015692,-0.18641,0.24104
-0.57117,-0.49022,0.29816,-0.16771,-0.29648,-0.015897,-0.10331,-0.18828
-0.55356,-0.022486,-0.1835,-0.21276,-0.31173,0.013822,-0.11717,0.21298
-0.52532,-1.7315,0.059026,-0.10485,-0.33318,0.014432,-0.13512,-0.1185
-0.63556,0.59923,0.062322,0.0034126,-0.28853,0.012725,-0.071546,0.090612
-0.58282,-2.2246,-0.25684,-0.015618,-0.36567,0.014554,-0.12711,0.0030925
-0.60634,0.41842,0.28346,0.083256,-0.27501,0.0144,-0.026676,-0.050207
-0.56963,-1.3313,-0.48698,-0.046307,-0.36471,0.014117,-0.14275,0.14265
-0.57036,0.21174,0.3209,0.024268,-0.28406,0.020073,-0.10452,-0.15046
-0.59002,-0.68725,-0.41371,-0.1098,-0.35316,0.02024,-0.16226,0.16861
-0.5051,-1.3108,0.24196,-0.053661,-0.30451,0.022069,-0.12728,-0.18492
-0.59787,0.27697,-0.21215,-0.13097,-0.39109,0.022935,-0.20734,0.13948
-0.57918,-1.5431,-0.10541,-0.1428,-0.39231,0.022634,-0.27954,-0.13658
-0.5105,0.58492,0.14211,-0.10223,-0.26235,0.021645,-0.19497,0.06917
-0.60251,-2.1448,-0.46304,-0.14273,-0.37505,0.017666,-0.35348,0.0044311
-0.57613,0.27687,0.39094,-0.0060868,-0.17838,0.019739,-0.17798,-0.081336
-0.57191,-1.1113,-0.60521,-0.03287,-0.37186,0.015638,-0.37471,0.10115
-0.61329,-0.19712,0.44679,0.070487,-0.14576,0.022524,-0.14944,-0.18467
-0.52894,-0.26903,-0.41891,-0.016029,-0.2621,0.018462,-0.23595,0.17587
-0.57401,-1.1879,0.2381,-0.025728,-0.17403,0.023558,-0.19158,-0.18385
-0.57661,0.54554,-0.10281,-0.080136,-0.1253,0.020984,-0.12959,0.13938
-0.56273,-1.5811,-0.25075,-0.15189,-0.19906,0.025387,-0.22072,-0.077588
-0.62649,0.87415,0.28867,-0.15115,-0.087365,0.024796,-0.091948,0.0091526
-0.46549,-1.6472,-0.45193,-0.25281,-0.22379,0.025951,-0.23182,0.069803
-0.61044,0.14828,0.41744,-0.14754,-0.036262,0.009099,-0.058072,-0.12312
-0.58909,-0.91444,-0.44875,-0.20685,-0.11943,-0.00070051,-0.13255,0.15365
-0.59807,-0.4959,0.38868,-0.11487,-0.031375,0.0062432,-0.080138,-0.18044
-0.51772,-0.16146,-0.2567,-0.10242,-0.086421,-0.00061708,-0.11936,0.15141
-0.53341,-1.2282,0.073063,-0.0087202,-0.081746,0.0017317,-0.11981,-0.17528
-0.61508,0.75641,-0.010154,0.041218,-0.076184,-0.0019904,-0.12259,0.11962
-0.60659,-1.9228,-0.25726,0.0079344,-0.15393,-0.00079677,-0.23958,-0.027306
-0.65103,0.71511,0.32065,0.035302,0.0245,-0.0036333,-0.10242,-0.025505
-0.57192,-1.488,-0.33141,-0.097677,-0.11345,-0.0022343,-0.24427,0.12045
-0.56054,0.28021,0.46867,-0.052235,0.028135,0.0033168,-0.10342,-0.15277
-0.63737,-0.62845,-0.34503,-0.1655,-0.092876,-0.0002577,-0.20929,0.21233
-0.61522,-0.58213,0.31597,-0.13756,0.017538,0.0066539,-0.10344,-0.18183
-0.62094,0.40076,-0.12153,-0.19726,0.051352,0.0071417,-0.055112,0.16625
-0.62681,-1.2759,0.058564,-0.2001,0.030029,0.0093685,-0.10617,-0.13184
-0.58814,0.85278,0.14941,-0.13505,0.11513,0.007039,-0.039969,0.066566
-0.64776,-1.6036,-0.26845,-0.1186,0.039978,0.0060443,-0.1082,-0.02587
-0.58028,0.79957,0.35149,-0.0059776,0.16177,0.0039008,-0.0050534,-0.062693
-0.6191,-1.1499,-0.39369,-0.067515,0.074029,0.0047672,-0.10751,0.080049
-0.65094,-0.16167,0.3779,-0.0042756,0.1653,0.0028869,-0.040457,-0.15493
-0.58266,-0.044706,-0.24356,0.0023721,0.11752,0.0030152,-0.088435,0.09784
-0.65522,-0.4253,0.23239,0.035045,0.13698,-0.0014514,-0.077601,-0.167
-0.62091,0.81079,0.020116,-0.0026891,0.16481,0.020529,-0.087029,0.065933
-0.59614,-0.75041,0.019364,-0.06528,0.12938,0.052937,-0.13577,-0.14741
-0.68916,1.0766,0.23814,-0.069417,0.20326,0.038241,-0.077377,0.020372
-0.56682,-0.81353,-0.23974,-0.10068,0.13367,0.041533,-0.15997,-0.064421
-0.68615,0.8968,0.31341,-0.013884,0.243,0.044017,-0.081801,-0.074375
-0.61408,0.033662,-0.34862,-0.04684,0.19321,0.045756,-0.15471,-0.0071051
-0.62116,0.42134,0.27778,-0.042974,0.27048,0.051397,-0.080421,-0.13841
-0.67961,0.32379,-0.24265,-0.08611,0.25664,0.053617,-0.089263,0.083894
-0.59442,-0.21486,0.056579,-0.063398,0.27666,0.053303,-0.10194,-0.15554
-0.67077,1.097,-0.042261,-0.043134,0.3199,0.054131,-0.073742,0.061941
-0.63533,-0.8964,-0.19706,-0.063578,0.2653,0.052558,-0.11498,-0.1176
-0.61319,1.1826,0.20833,-0.06029,0.35625,0.053264,-0.021673,-0.010001
-0.68576,-0.67621,-0.33467,-0.16147,0.26882,0.050421,-0.099449,-0.015331
-0.5985,0.76194,0.32306,-0.11563,0.3714,0.047649,-0.022881,-0.10803
-0.65355,-0.20522,-0.3846,-0.12286,0.31467,0.045756,-0.10026,0.077518
-0.67133,-0.11605,0.2273,-0.032222,0.37871,0.046866,-0.080588,-0.19482
-0.57991,0.43247,-0.26938,-0.029376,0.38322,0.044613,-0.10371,0.14503
-0.71253,-0.99909,-0.059792,0.0043118,0.38905,0.043792,-0.10519,-0.12972
-0.59358,0.99085,0.021645,0.040672,0.46224,0.042894,-0.060397,0.072261
-0.66067,-1.3727,-0.33933,0.020774,0.40688,0.043285,-0.14425,0.024948
-0.67374,1.0304,0.26616,0.10908,0.52272,0.046256,-0.083869,-0.074643
-0.59658,-0.93975,-0.44091,-0.0016936,0.42936,0.045377,-0.22467,0.11278
-0.70977,0.18528,0.31222,0.032059,0.52149,0.046134,-0.16346,-0.13179
-0.62703,0.027368,-0.41973,-0.045999,0.46161,0.04016,-0.23241,0.096818
-0.63837,-0.46038,0.12447,-0.031637,0.49491,0.040365,-0.21015,-0.13977
-0.7118,0.79628,-0.14006,-0.065274,0.49328,0.038305,-0.20752,0.092096
-0.57172,-1.2543,-0.10716,-0.061208,0.45261,0.038157,-0.24902,-0.055002
-0.73064,1.2531,0.11761,0.016804,0.55347,0.040493,-0.1627,-0.0017264
-0.61536,-1.1309,-0.37896,0.014698,0.48351,0.041796,-0.21945,-0.0026999
-0.64795,0.86236,0.30409,0.12811,0.5744,0.046263,-0.12088,-0.090803
-0.69949,-0.56068,-0.50579,0.069035,0.49623,0.04358,-0.193,0.075644
-0.618,0.18889,0.29232,0.12638,0.56588,0.044408,-0.14477,-0.15695
-0.67386,0.16272,-0.32144,0.062375,0.52313,0.044357,-0.18556,0.13586
-0.68179,-0.70545,0.10946,0.046793,0.53203,0.048862,-0.17587,-0.14861
-0.58684,1.0558,-0.030711,0.016098,0.56379,0.04659,-0.16008,0.11405
-0.77462,-1.1175,-0.18071,-0.032215,0.51641,0.046077,-0.21511,-0.088029
-0.55732,1.2945,0.14324,0.041693,0.574,0.045518,-0.17343,0.037336
-0.73442,-2.0143,-0.73403,-0.0039801,0.497,0.041937,-0.28022,0.192
-0.68184,0.5292,0.28011,0.13189,0.6222,0.044408,-0.14696,-0.1588
-0.67072,-1.0988,-0.83637,0.026529,0.54453,0.040205,-0.25637,0.33711
-0.66268,-0.417,0.15564,0.10358,0.63991,0.041097,-0.21617,-0.21551
-0.64738,0.099346,-0.58951,0.084771,0.6118,0.040429,-0.21807,0.32236
-0.64121,-1.3947,-0.19379,0.11971,0.63567,0.04161,-0.20543,-0.093821
-0.64894,0.95201,-0.12683,0.13123,0.68205,0.044177,-0.15014,0.13844
-0.68894,-2.2038,-0.57363,-0.00087144,0.63059,0.044536,-0.23828,0.10022
-0.65997,1.0657,0.27299,0.028886,0.73576,0.043933,-0.14183,-0.08007
-0.6414,-1.7829,-0.74647,-0.086489,0.64399,0.037445,-0.22976,0.28848
-0.65737,0.54604,0.36811,0.067346,0.7634,0.034076,-0.14031,-0.21709
-0.65766,-0.73664,-0.65392,0.016509,0.6892,0.034268,-0.21429,0.3666
-0.64289,-0.80576,0.17114,0.11268,0.75878,0.035488,-0.14155,-0.20054
-0.65657,0.2876,-0.39179,0.093346,0.74809,0.030424,-0.14165,0.27497
-0.64275,-1.5956,-0.24771,0.11381,0.73345,0.031817,-0.15741,-0.081652
-0.648,1.0859,-0.016058,0.18483,0.79549,0.033915,-0.067114,0.095893
-0.64848,-1.8778,-0.61444,0.10482,0.71951,0.035154,-0.14194,0.098375
-0.63726,0.9955,0.27394,0.17392,0.81811,0.036438,-0.0063635,-0.093845
-0.65789,-1.0548,-0.65024,-0.019389,0.71907,0.033935,-0.1036,0.23094
-0.63235,0.30859,0.2893,-0.0014431,0.80445,0.034692,-0.062035,-0.19241
-0.6543,-0.2121,-0.43461,-0.11307,0.74219,0.032805,-0.13781,0.22191
-0.64075,-0.60508,0.12778,-0.020917,0.76225,0.031945,-0.16613,-0.1949
-0.64511,0.7582,-0.12063,-0.032228,0.76819,0.032112,-0.17899,0.20429
-0.65006,-1.1318,-0.11277,-0.053032,0.72611,0.032632,-0.23515,-0.052909
-0.63748,1.3698,0.26615,0.041025,0.8131,0.034551,-0.16785,0.013217
-0.64892,-1.0604,-0.31345,-0.024623,0.72646,0.035809,-0.25395,0.044151
-0.64102,1.0465,0.48774,0.10986,0.82985,0.040866,-0.14332,-0.12658
-0.64634,-0.49881,-0.33099,0.022758,0.74705,0.043439,-0.19311,0.18227
-0.6425,0.18205,0.46894,0.10623,0.82388,0.044889,-0.13289,-0.19543
-0.65312,0.18457,-0.12009,0.038854,0.79739,0.040057,-0.17775,0.20975
-0.64137,-0.96623,0.24519,0.048476,0.81569,0.037946,-0.14797,-0.15761
-0.64978,1.027,0.15557,0.03317,0.86573,0.03731,-0.10007,0.13155
-0.63807,-1.1823,-0.12171,-0.0090157,0.80944,0.024886,-0.17291,-0.033122
-0.64979,1.2514,0.40913,0.1083,0.8945,0.026644,-0.097194,-0.015307
-0.64383,-1.2062,-0.31015,0.027955,0.80097,0.026343,-0.23124,0.084989
-0.64026,0.7805,0.46819,0.12601,0.87558,0.028878,-0.18972,-0.14712
-0.65397,-0.51446,-0.5947,0.021217,0.79894,0.024976,-0.28808,0.20089
-0.6353,-0.42932,0.2491,0.12854,0.85552,0.023654,-0.28436,-0.1946
-0.65422,0.58237,-0.16639,0.10473,0.83036,0.020772,-0.3025,0.17798
-0.64116,-0.99095,0.050438,0.10926,0.79876,0.021016,-0.34654,-0.13415
-0.6424,1.1465,0.17349,0.098818,0.85125,0.02083,-0.31025,0.093191
-0.64975,-1.4922,-0.23525,0.0071893,0.77232,0.019476,-0.40167,0.00056136
-0.63556,0.97813,0.43039,0.083667,0.87235,0.021286,-0.31445,-0.07328
-0.65256,-0.64624,-0.18383,-0.053218,0.75841,0.016851,-0.39996,0.16105
-0.63717,0.73964,0.54848,0.0081592,0.85385,0.018225,-0.29079,-0.17776
-0.64658,-0.016873,-0.064315,-0.080335,0.78675,0.016582,-0.32156,0.21208
-0.64213,-0.60917,0.39101,0.018063,0.8181,0.016903,-0.23666,-0.19743
-0.64302,0.83774,0.10981,0.012629,0.81401,0.017371,-0.22396,0.20592
-0.64183,-1.0199,0.10862,0.0027382,0.74062,0.013283,-0.26913,-0.065029
-0.64537,1.2205,0.3145,0.082973,0.83402,0.011743,-0.16163,0.03405
-0.6403,-1.4588,-0.11517,0.018211,0.70272,0.0098049,-0.27545,0.084989
-0.64609,0.96293,0.43557,0.1317,0.81827,0.012674,-0.14896,-0.12032
-0.64171,-0.81108,-0.23347,0.0049349,0.69294,0.01003,-0.3028,0.21026
-0.64154,0.23574,0.41826,0.10601,0.75178,0.019181,-0.2876,-0.20122
-0.64712,0.024086,-0.27215,0.043479,0.73208,-0.0078368,-0.31393,0.24051
-0.63619,-0.5941,0.14684,0.081425,0.72284,-0.008716,-0.37815,-0.16915
-0.64945,1.0888,0.016782,0.075227,0.73727,-0.0079009,-0.42367,0.15301
-0.64031,-1.5372,-0.1723,0.029335,0.66569,-0.0098711,-0.52051,-0.037698
-0.64227,1.3309,0.3403,0.078072,0.73089,-0.010102,-0.45026,5.0262e-05
-0.64935,-1.2901,-0.33491,-0.053237,0.62661,-0.014915,-0.50203,0.086742
-0.63389,0.73231,0.53659,0.0049092,0.72932,-0.011828,-0.37449,-0.14133
-0.65286,-0.46732,-0.43733,-0.12029,0.63408,-0.01487,-0.402,0.20089
-0.63573,-0.012275,0.44266,-0.028002,0.69964,-0.0112,-0.24741,-0.19903
-0.64698,0.4772,-0.404,-0.051632,0.63604,-0.011257,-0.25781,0.17913
-0.64244,-1.1202,-0.055225,-0.019748,0.62852,-0.0072977,-0.27181,-0.17299
-0.64179,0.9466,0.098618,0.024332,0.69697,-0.0053468,-0.18704,0.10222
-0.64497,-1.5397,-0.34858,0.013471,0.60228,-0.0053596,-0.25267,-0.025845
-0.6421,1.0352,0.39189,0.10901,0.68321,-0.0030108,-0.14565,-0.04534
-0.6424,-1.2614,-0.47118,0.0033998,0.54327,-0.0051607,-0.31121,0.12858
-0.64438,0.42274,0.48736,0.070853,0.64375,-0.0016182,-0.25147,-0.17343
-0.64173,-0.45755,-0.39621,-0.022028,0.56609,-0.0052826,-0.33787,0.22206
-0.641,-0.58349,0.33396,0.03247,0.60232,-0.0070153,-0.35528,-0.20059
-0.64541,0.56989,-0.097219,-0.031753,0.58629,-0.0089021,-0.39329,0.18706
-0.63675,-1.2906,0.062309,-0.084857,0.53715,-0.0089598,-0.42206,-0.10543
-0.64782,1.0129,0.30254,-0.02998,0.57403,-0.008209,-0.33622,0.068537
-0.63877,-1.7033,-0.28425,-0.043969,0.47181,0.012917,-0.40002,0.062696
-0.64153,1.044,0.54231,0.048501,0.53741,0.011473,-0.32323,-0.089684
-0.64596,-0.93609,-0.41876,-0.046827,0.44365,0.0070582,-0.37418,0.14491
-0.63563,0.071095,0.58978,0.012308,0.50188,0.010633,-0.26694,-0.17735
-0.64995,-0.077047,-0.34781,-0.080291,0.43703,0.011345,-0.28702,0.20084
-0.63554,-0.82849,0.28037,-0.028445,0.46099,0.013392,-0.22363,-0.18811
-0.64652,0.64299,0.023938,-0.014385,0.47859,0.01501,-0.14581,0.15628
-0.64219,-1.4381,-0.13313,-0.034823,0.43459,0.018045,-0.18085,-0.073694
-0.63818,1.0718,0.35934,0.024692,0.50335,0.019348,-0.13885,0.016576
-0.65028,-1.5414,-0.35827,-0.043609,0.41018,0.021119,-0.26479,0.10071
-0.63771,0.69793,0.50827,0.052625,0.47807,0.025515,-0.19933,-0.11444
-0.64273,-0.77202,-0.3712,-0.02296,0.37801,0.020432,-0.29426,0.20923
-0.64439,-0.33957,0.43249,0.10937,0.42361,0.020618,-0.33613,-0.1965
-0.63916,-0.11422,-0.19702,0.079017,0.38921,0.016255,-0.42982,0.20996
-0.64437,-1.7599,0.18562,0.10089,0.38752,0.018392,-0.44258,-0.16708
-0.6424,0.62905,0.12104,0.12113,0.42501,0.018462,-0.40507,0.12656
-0.63966,-1.6319,-0.15044,0.068168,0.37112,0.020856,-0.46221,-0.025456
-0.64652,0.8758,0.3588,0.11146,0.44765,0.022313,-0.38195,-0.020394
-0.63755,-1.5674,-0.4037,-0.028272,0.3673,0.0199,-0.42114,0.15859
-0.64496,0.17864,0.43479,0.015969,0.45125,0.014599,-0.31593,-0.17173
-0.64396,-0.73192,-0.42808,-0.11014,0.39322,0.014836,-0.32674,0.24657
-0.63638,-0.53924,0.23625,-0.049384,0.43544,0.011011,-0.2178,-0.19896
-0.64913,0.44843,-0.18605,-0.0862,0.43495,-0.017457,-0.17833,0.20288
-0.63448,-1.135,-0.0081818,-0.065171,0.41268,-0.013465,-0.18482,-0.12161
-0.64724,0.78158,0.056001,-0.015156,0.45093,-0.014428,-0.16915,0.089589
-0.64024,-1.8412,-0.37639,-0.044123,0.38478,-0.016295,-0.26406,0.032882
-0.63807,0.62181,0.30132,0.079595,0.47049,-0.015981,-0.17846,-0.06997
-0.64707,-1.2234,-0.45795,0.048617,0.38659,-0.017733,-0.29354,0.15944
-0.63509,0.095634,0.37463,0.17715,0.44775,-0.014453,-0.29137,-0.17324
-0.64644,-0.6009,-0.34589,0.11552,0.39625,-0.01446,-0.3409,0.23107
-0.64275,-1.0476,0.21311,0.16754,0.41894,-0.011848,-0.35465,-0.17134
-0.63749,0.56524,-0.023002,0.11573,0.43993,-0.013388,-0.38008,0.16175
-0.64818,-1.0621,-0.012993,0.033215,0.41737,-0.015133,-0.42926,-0.083453
-0.63688,0.95639,0.25014,0.0065727,0.48209,-0.016154,-0.36969,0.040597
-0.64429,-1.5755,-0.3057,-0.13325,0.42463,-0.018169,-0.422,0.065714
-0.64491,0.36492,0.45399,-0.065486,0.53414,-0.020325,-0.34876,-0.10677
-0.6378,-0.60309,-0.31382,-0.14173,0.48341,-0.021487,-0.3915,0.16231
-0.64533,0.26933,0.41952,-0.041663,0.54252,-0.01824,-0.28444,-0.16099
-0.6403,0.1932,-0.27928,-0.065826,0.5147,-0.020242,-0.28487,0.12782
-0.63747,-0.64132,0.14116,0.019457,0.51159,-0.019164,-0.29292,-0.13449
-0.64857,0.72093,-0.00072988,0.074919,0.52668,-0.019196,-0.29206,0.078735
-0.63333,-0.98189,-0.22192,0.090706,0.46471,-0.02064,-0.36358,-0.047749
-0.64717,0.86906,0.28876,0.16956,0.5175,-0.0038772,-0.33292,-0.038866
-0.63851,-0.50358,-0.34103,0.065021,0.45766,0.0075845,-0.45184,0.032736
-0.63667,0.69682,0.44979,0.086563,0.51421,0.0053769,-0.42799,-0.11592
-0.64851,-0.23473,-0.40753,-0.010615,0.45393,0.0078283,-0.44064,0.11887
-0.63485,-0.11175,0.30883,0.048322,0.49766,0.0070133,-0.39094,-0.15194
-0.646,0.33736,-0.1576,0.005924,0.4982,0.0073855,-0.39975,0.072066
-0.63803,-0.67295,0.077945,0.0039136,0.48843,0.0077578,-0.38087,-0.15944
-0.63753,0.9702,0.13042,0.0071251,0.52766,0.0065384,-0.27833,0.048604
-0.6473,-0.47724,-0.23186,-0.017712,0.47121,0.0054282,-0.23674,-0.065151
-0.63285,0.84793,0.32398,0.065856,0.53776,0.0058838,-0.1318,-0.052641
-0.64191,0.12589,-0.45716,0.043087,0.4828,0.0092915,-0.14959,-0.053104
-0.64196,0.53414,0.40028,0.085003,0.52332,0.010325,-0.096636,-0.10489
-0.63761,0.39019,-0.41455,0.026676,0.46187,0.0090348,-0.20525,-0.0051094
-0.64711,0.16166,0.20517,0.017659,0.46068,0.010581,-0.25021,-0.12918
-0.63493,0.82059,-0.14442,0.0091997,0.45822,0.0064229,-0.28974,-0.0052311
-0.64235,0.054848,-0.084441,0.026612,0.41621,0.0043116,-0.33421,-0.13471
-0.64456,1.1646,0.17226,0.090154,0.44538,0.0041447,-0.33098,-0.0012153
-0.6376,-0.037847,-0.3731,0.11333,0.39995,0.0023286,-0.46731,-0.077758
-0.64578,0.86297,0.39783,0.18989,0.45663,0.0044784,-0.46499,-0.051035
-0.63805,0.2908,-0.54481,0.17666,0.44152,0.0062432,-0.46299,-0.013774
-0.63887,0.55848,0.3895,0.20237,0.47325,0.0060699,-0.45166,-0.092409
-0.64361,0.84159,-0.36981,0.14181,0.4436,0.0083482,-0.51266,-0.022535
-0.63459,0.43326,0.21375,0.098761,0.45115,-0.017957,-0.48716,-0.13366
