tachometer,underhang_axial,underhang_radial,underhang_tangential,overhang_axial,overhang_radial,overhang_tangential,microphone
-0.65068,1.2854,0.40281,0.11076,1.8221,0.0083674,0.40721,-0.11076
-0.54964,-0.63405,-0.54627,-0.035362,1.6446,0.0066989,0.1867,0.21644
-0.69291,0.29587,0.40641,0.028655,1.7861,0.0093557,0.27045,-0.1983
-0.56921,0.058425,-0.44611,-0.083406,1.6856,0.0082647,0.16998,0.24964
-0.62707,-0.67869,0.098945,-0.065499,1.723,0.0092274,0.17379,-0.15897
-0.65668,0.87447,-0.20429,-0.10176,1.7689,0.014028,0.23152,0.17601
-0.55307,-1.3623,-0.35886,-0.14242,1.7165,0.052488,0.22154,0.01183
-0.68496,1.2784,0.21926,-0.026505,1.8626,0.046519,0.46604,-0.016646
-0.58283,-1.2897,-0.4928,-0.050964,1.6944,0.04521,0.3915,0.16302
-0.61281,1.0261,0.36695,0.1004,1.8792,0.048849,0.60102,-0.11792
-0.67184,0.045266,-0.34207,0.041385,1.8052,0.049151,0.59276,0.19113
-0.55854,0.50646,0.29753,0.13179,1.8597,0.053335,0.67351,-0.15671
-0.66458,0.64906,-0.11656,0.088844,1.8401,0.050729,0.68372,0.16859
-0.62385,-0.70229,0.17766,0.10123,1.8122,0.05372,0.68348,-0.11378
-0.58022,0.93436,0.15435,0.10603,1.8497,0.050935,0.66286,0.048142
-0.68614,-0.70299,-0.10446,0.057519,1.7832,0.048701,0.57853,-0.054272
-0.5823,1.206,0.37187,0.064873,1.8536,0.05114,0.63544,-0.031175
-0.64513,-0.46895,-0.26659,-0.0067484,1.7745,0.0501,0.45929,0.062793
-0.70222,0.88782,0.40867,0.042117,1.834,0.052661,0.43412,-0.12541
-0.51369,0.35222,-0.26192,-0.0022524,1.7704,0.052879,0.35078,0.12466
-0.70892,0.32839,0.25673,0.011544,1.7859,0.052398,0.33248,-0.13804
-0.65409,1.0883,-0.058508,-0.0061061,1.7645,0.049998,0.2606,0.09066
-0.58725,-0.13221,0.053431,-0.018509,1.7119,0.048618,0.20015,-0.1286
-0.6299,1.5042,0.19843,0.021885,1.7402,0.050781,0.27806,0.035486
-0.59982,-0.58325,-0.18969,-0.015728,1.64,0.047662,0.23904,-0.042517
-0.61779,1.27,0.37521,0.025642,1.6929,0.051602,0.33355,-0.058531
-0.60379,0.14845,-0.27043,-0.029749,1.6022,0.04881,0.32786,0.033831
-0.61344,0.97289,0.39611,0.039207,1.6523,0.052963,0.43707,-0.13052
-0.61639,0.69998,-0.19137,0.0072599,1.6092,0.047995,0.47861,0.085403
-0.6205,0.27501,0.21951,0.047519,1.6131,0.040397,0.55949,-0.15586
-0.62139,1.3114,-0.03833,0.03353,1.6329,0.044151,0.58596,0.074305
-0.60586,-0.11103,-0.11072,0.012629,1.5843,0.041379,0.59526,-0.1183
-0.61672,1.4527,0.24897,0.047397,1.6283,0.043452,0.66869,0.013436
-0.61551,-0.23893,-0.27833,-0.013923,1.5529,0.042945,0.57242,-0.026624
-0.59859,1.2423,0.3709,0.068599,1.6119,0.044954,0.6552,-0.082966
-0.62177,0.22007,-0.40343,0.0016335,1.5235,0.043773,0.5685,0.090782
-0.5945,0.74478,0.31702,0.11204,1.5624,0.043099,0.55501,-0.14006
-0.6184,0.59392,-0.21289,0.041642,1.5195,0.040827,0.4767,0.14121
-0.60602,0.084575,0.0945,0.099518,1.4951,0.041758,0.40249,-0.097739
-0.60453,1.3681,0.012651,0.10189,1.5214,0.042964,0.39847,0.06126
-0.61342,-0.49462,-0.26875,0.062844,1.4531,0.042271,0.31834,-0.036603
-0.60099,1.4245,0.28437,0.094945,1.5161,0.041129,0.36444,-0.029739
-0.61522,-0.53981,-0.44514,-0.0028882,1.4246,0.039512,0.28824,0.060067
-0.60367,1.196,0.41737,0.068547,1.4991,0.040327,0.34414,-0.1138
-0.61137,0.18342,-0.42019,-0.021534,1.4328,0.040153,0.27667,0.13607
-0.60725,0.41174,0.26589,0.016612,1.4624,0.042502,0.3457,-0.16289
-0.61084,0.99877,-0.18191,-0.064002,1.4479,0.040371,0.373,0.12997
-0.60255,-0.11367,-0.034797,-0.071414,1.4258,0.04177,0.38221,-0.10463
-0.62122,1.4654,0.12271,0.0098355,1.4711,0.040031,0.43764,0.040232
-0.61499,-0.5959,-0.32045,0.0086473,1.4019,0.042464,0.36131,7.4599e-05
-0.60918,1.2262,0.3772,0.10728,1.4774,0.035398,0.46692,-0.054175
-0.60928,-0.4166,-0.437,0.020774,1.3873,0.012937,0.45654,0.095917
-0.60476,0.76891,0.3599,0.11947,1.4424,0.018032,0.52911,-0.13673
-0.61508,0.43061,-0.42136,0.06233,1.3878,0.01578,0.46134,0.15562
-0.60168,0.14506,0.13467,0.10945,1.4014,0.015889,0.49768,-0.18178
-0.61788,0.93047,-0.099056,0.062773,1.3901,0.015292,0.51988,0.18645
-0.60595,-0.44582,-0.10136,0.0056542,1.3544,0.012231,0.42499,-0.091898
-0.60833,1.5452,0.18926,0.02053,1.4164,0.0080594,0.46409,0.062818
-0.6168,-0.85963,-0.40796,-0.11804,1.3303,0.0053384,0.40109,0.068196
-0.59809,1.2709,0.40429,-0.026563,1.4363,0.0054795,0.45334,-0.090414
-0.6167,-0.13116,-0.47125,-0.11147,1.369,0.005364,0.34315,0.12607
-0.60139,0.58285,0.42181,0.012077,1.4433,0.010241,0.35183,-0.14994
-0.60993,0.61048,-0.22617,-0.04122,1.4141,0.0090541,0.31285,0.1359
-0.60828,-0.066091,0.20666,0.024538,1.4248,0.0082583,0.36071,-0.15481
-0.60402,1.1956,0.093074,0.065349,1.4455,0.0094391,0.36191,0.086279
-0.60735,-0.5476,-0.13513,0.073152,1.3789,0.0096766,0.28818,-0.05011
-0.60732,1.3911,0.41187,0.11061,1.445,0.0092659,0.41356,-0.028717
-0.6048,-0.52455,-0.18924,-0.0030167,1.3613,0.0057362,0.37047,0.089954
-0.60935,0.88387,0.47767,0.080571,1.4104,0.0079759,0.4036,-0.13432
-0.60603,-0.28328,-0.24973,-0.021489,1.3438,0.0034131,0.35719,0.20305
-0.60481,0.14889,0.3488,0.010921,1.3855,0.0052678,0.42861,-0.17672
-0.61143,0.62765,-0.098041,-0.095243,1.3528,0.0073599,0.39318,0.22525
-0.60034,-0.90649,0.10871,-0.11145,1.3258,0.043824,0.34496,-0.08192
-0.61461,0.92771,0.02036,-0.068479,1.3777,0.044941,0.39059,0.1251
-0.60487,-1.5009,-0.34625,-0.12696,1.2945,0.041719,0.30777,0.15206
-0.60585,1.1041,0.3173,0.019932,1.368,0.046712,0.33166,-0.085424
-0.61306,-1.3324,-0.48288,-0.084375,1.2688,0.046083,0.20528,0.31839
-0.60025,0.31789,0.4312,0.086313,1.325,0.049754,0.25181,-0.19604
-0.61901,-0.47061,-0.37689,-0.0042049,1.2563,0.049273,0.18256,0.34867
-0.60178,-0.60524,0.28391,0.06163,1.2638,0.051069,0.19119,-0.16233
-0.60885,0.53449,-0.026535,0.016085,1.2799,0.053129,0.22755,0.24939
-0.60926,-1.7418,0.058705,-0.0011348,1.2445,0.054894,0.27726,-0.038014
-0.6042,0.72767,0.23009,0.075555,1.2841,0.054195,0.4156,0.05705
-0.61154,-1.9511,-0.3315,-0.00020988,1.1987,0.054496,0.41438,0.13642
-0.6036,0.77851,0.43587,0.10929,1.2489,0.051865,0.52968,-0.12222
-0.6084,-1.2331,-0.42276,-0.017847,1.1501,0.050639,0.54476,0.26266
-0.60824,0.097663,0.46821,0.069421,1.1718,0.048887,0.6359,-0.1866
-0.60531,0.023663,-0.20772,-0.0075641,1.114,0.050158,0.58818,0.24869
-0.60594,-0.75091,0.29307,0.085979,1.1025,0.048977,0.59027,-0.14834
-0.61131,0.66287,0.014482,0.092543,1.112,0.048624,0.57543,0.18032
-0.60298,-1.7372,-0.04742,0.033831,1.0683,0.051949,0.48373,0.023901
-0.60964,0.89816,0.45922,0.074874,1.141,0.052141,0.50945,-0.0097579
-0.60492,-1.6675,-0.12114,-0.011148,1.0825,0.050107,0.3877,0.15937
-0.60235,0.69372,0.61745,0.14542,1.1515,0.053181,0.4011,-0.13461
-0.61239,-1.0407,-0.21335,0.045116,1.0802,0.04874,0.30065,0.27134
-0.5987,-0.34216,0.48986,0.074681,1.114,0.040481,0.28722,-0.15661
-0.61483,0.093059,-0.00055001,-0.074767,1.0719,0.041077,0.2327,0.22963
-0.60128,-1.0458,0.30584,-0.097029,1.052,0.042367,0.19798,-0.094137
-0.6075,1.0018,0.25686,-0.082853,1.0709,0.043266,0.20828,0.11931
-0.60833,-1.6266,0.011636,-0.13938,0.99278,0.04453,0.15378,0.036557
-0.60379,0.72581,0.49238,-0.056564,1.0777,0.047341,0.26012,-0.039913
-0.61223,-1.4299,-0.30202,-0.13099,0.97209,0.045666,0.21154,0.13537
-0.60324,0.29235,0.57892,0.011634,1.0794,0.048753,0.38598,-0.15226
-0.61022,-0.54641,-0.32444,-0.029408,0.98647,0.049029,0.3474,0.18288
-0.60794,-0.8147,0.42434,0.077886,1.0321,0.049285,0.45362,-0.18952
-0.60547,0.18946,-0.022385,0.087745,1.0129,0.045858,0.5188,0.17669
-0.61001,-1.4505,0.15455,0.070988,0.98057,0.04659,0.51849,-0.13388
-0.60785,0.92577,0.25464,0.046215,1.0212,0.044209,0.57229,0.079659
-0.60708,-1.879,-0.23279,-0.095429,0.92844,0.042233,0.44023,0.011976
-0.61006,0.61169,0.53019,-0.065299,1.0365,0.043747,0.5168,-0.054807
-0.60308,-1.3915,-0.34222,-0.21838,0.94187,0.044389,0.38161,0.12159
-0.60903,-0.34275,0.6288,-0.16068,1.0551,0.046924,0.37537,-0.16185
-0.61095,-0.34782,-0.12593,-0.20945,1.0176,0.046211,0.29832,0.17825
-0.59958,-1.1781,0.40519,-0.091621,1.0591,0.04376,0.30082,-0.17676
-0.61389,0.41007,-0.024396,-0.023114,1.0638,0.044755,0.27511,0.14474
-0.59931,-1.6649,-0.036518,0.016676,1.0285,0.045031,0.21013,-0.064591
-0.60886,0.81565,0.33511,0.090366,1.1236,0.046994,0.25399,0.02451
-0.60667,-2.1917,-0.26519,0.032187,1.0186,0.029032,0.1851,0.03702
-0.60108,0.19826,0.49545,0.13093,1.1261,0.024912,0.34988,-0.10526
-0.61403,-1.2783,-0.4217,0.0084353,1.0331,0.024668,0.25045,0.18154
-0.59743,-0.37828,0.42226,0.018532,1.1122,0.025085,0.34137,-0.18287
-0.60977,-0.47687,-0.24631,-0.10912,1.0652,0.023333,0.34261,0.22109
-0.60654,-1.7922,0.21516,-0.12176,1.0946,0.023936,0.38625,-0.16155
-0.60262,0.43816,0.0442,-0.10427,1.0917,0.023558,0.40609,0.14542
-0.61268,-1.8444,-0.19711,-0.084812,1.0324,0.023147,0.28881,-0.0075432
-0.60166,0.76451,0.35022,0.039721,1.2258,0.022653,0.44969,-0.0045983
-0.60905,-1.6895,-0.41328,0.018468,1.1376,0.019078,0.36935,0.10998
-0.60805,0.18589,0.52813,0.19051,1.2435,0.020182,0.4284,-0.13529
-0.60245,-0.82544,-0.40228,0.11029,1.1512,0.018013,0.29852,0.20296
-0.61166,-0.85125,0.41896,0.15301,1.2228,0.021748,0.29275,-0.1857
-0.605,-0.035478,-0.20508,0.087328,1.2002,0.020246,0.19246,0.18558
-0.60725,-2.0703,0.074637,0.064828,1.2027,0.02135,0.14953,-0.1305
-0.60806,0.13269,0.047187,0.050377,1.2746,0.020644,0.18782,0.1242
-0.60144,-2.6563,-0.50141,-0.051741,1.2145,0.022094,0.09541,0.075327
-0.61132,0.2473,0.32978,0.052535,1.3256,0.019842,0.21692,-0.063034
-0.60795,-2.4456,-0.7417,-0.082012,1.2416,0.020888,0.14436,0.29622
-0.59941,-0.63771,0.34589,0.050557,1.354,0.021061,0.2898,-0.16428
-0.61668,-1.237,-0.75345,-0.033403,1.2872,0.023846,0.31214,0.29488
-0.5963,-1.7968,0.047277,0.038,1.3446,0.016729,0.39283,-0.1443
-0.61246,0.11566,-0.36985,0.014582,1.3448,-0.016032,0.43666,0.22053
-0.60223,-2.3623,-0.27939,-0.053391,1.319,-0.010109,0.41945,-0.026308
-0.60343,0.6649,0.048999,-0.046538,1.3906,-0.014864,0.47975,0.059386
-0.61028,-3.1085,-0.70028,-0.18881,1.3214,-0.014909,0.36598,0.21607
-0.60249,0.12565,0.35602,-0.083399,1.4626,-0.014716,0.46116,-0.12461
-0.60611,-1.9771,-0.78941,-0.19752,1.374,-0.016282,0.34728,0.28225
-0.61153,-1.0097,0.34078,-0.093939,1.488,-0.016847,0.39719,-0.22174
-0.59394,-1.2369,-0.64278,-0.18826,1.4437,-0.018471,0.28786,0.38486
-0.62169,-2.2801,-0.0033445,-0.10808,1.493,-0.01575,0.23471,-0.10679
-0.59131,0.26176,-0.22414,-0.067535,1.5228,-0.01874,0.19252,0.17682
-0.61925,-3.0208,-0.42619,-0.10334,1.4764,-0.020595,0.13903,0.026019
-0.59018,0.40987,0.21455,-0.038908,1.5667,-0.021243,0.27412,-0.044537
-0.62176,-1.8361,-0.58309,-0.12136,1.4981,-0.024747,0.19824,0.077737
-0.59041,-0.099698,0.38591,-0.035844,1.5628,-0.026922,0.25142,-0.11889
-0.62842,-1.0346,-0.64586,-0.12052,1.5067,-0.025941,0.22705,0.10587
-0.57115,-0.80916,0.24232,-0.055119,1.5316,-0.022873,0.28595,-0.14293
-0.65552,0.065149,-0.51068,-0.036512,1.5234,-0.023585,0.31941,0.087691
-0.54504,-1.3318,-0.18881,-0.0011605,1.5136,-0.02105,0.37244,-0.1148
-0.67415,0.48198,-0.096955,0.043819,1.5539,-0.01926,0.48817,0.022806
-0.53093,-1.5156,-0.45215,0.01331,1.5142,-0.013863,0.48289,-0.027452
-0.69358,0.52043,0.16151,0.05863,1.5349,-0.0042109,0.47734,-0.046946
-0.49026,-0.75985,-0.59691,-0.0076155,1.4917,-0.0026322,0.43391,-0.0459
-0.75575,0.33962,0.24728,-0.010133,1.5112,-0.0032611,0.49449,-0.095208
-0.37328,-0.18547,-0.51096,-0.085108,1.4363,-0.0039927,0.46667,0.058656
-1.0442,-0.84475,0.15003,-0.07029,1.4515,-0.0068613,0.45607,-0.12522
1.5821,0.65375,-0.27033,-0.055684,1.5133,-0.0097941,0.42689,0.013071
4.9297,-0.51766,-0.11413,-0.053276,1.5251,-0.012926,0.38573,-0.14398
4.2552,0.87472,0.10771,-0.0046866,1.5619,-0.014716,0.38006,0.0080818
4.6589,-0.56228,-0.31698,-0.0088166,1.5465,-0.013844,0.34072,-0.058044
4.3646,0.88961,0.28923,0.023882,1.5834,-0.014832,0.40593,-0.051157
4.6,-0.23872,-0.43269,-0.04887,1.5619,-0.01702,0.37468,-0.051108
4.4056,0.11188,0.32081,-0.030372,1.5837,-0.011918,0.31647,-0.1028
4.567,0.40839,-0.29177,-0.076173,1.5727,-0.013304,0.27455,0.015213
4.4336,-0.08616,0.18335,-0.086116,1.5674,-0.013555,0.29704,-0.10806
4.5383,0.81535,-0.1305,-0.11074,1.5659,-0.01152,0.34729,-0.0017994
4.4601,-0.62191,-0.1355,-0.1338,1.539,-0.015531,0.37341,-0.11658
4.5136,0.97213,0.19607,-0.06573,1.5623,-0.014485,0.39947,-0.018471
4.48,0.02898,-0.33159,-0.026762,1.5383,-0.013895,0.37391,-0.068875
4.4962,0.87191,0.39457,0.020228,1.5627,-0.0094219,0.39976,-0.074375
4.4903,0.17113,-0.31389,0.0059561,1.5444,-0.012079,0.40918,-0.019225
4.4891,0.4429,0.38916,0.0023207,1.5558,0.0061983,0.48448,-0.10056
4.4908,0.69745,0.084273,-0.045658,1.5561,0.015144,0.51205,0.020129
4.491,0.22111,0.38584,-0.089764,1.556,0.014162,0.48233,-0.10003
4.484,1.1089,0.21417,-0.12382,1.5831,0.020702,0.43898,-0.01594
4.4987,-0.029634,0.012915,-0.17053,1.5667,0.018809,0.37105,-0.099954
4.4752,0.99445,0.37258,-0.18751,1.5974,0.018231,0.38093,-0.04422
4.5039,0.15869,-0.079739,-0.23903,1.5846,0.014965,0.37386,-0.056608
4.4706,0.77054,0.438,-0.16817,1.6184,0.017313,0.39266,-0.072647
4.5033,0.51635,-0.13409,-0.094973,1.6124,0.010845,0.33234,-0.028084
4.4716,0.60557,0.23328,-0.0055666,1.6192,0.012808,0.287,-0.086495
4.498,0.95813,-0.098883,-0.0052197,1.6169,0.0095675,0.24694,-0.035434
4.4802,0.1731,0.035367,-0.043648,1.5966,0.0076101,0.22941,-0.088175
4.4869,1.103,0.097571,-0.025381,1.6156,0.0065641,0.27791,-0.03984
4.4909,0.47819,-0.1302,-0.021752,1.595,0.008669,0.25829,-0.070895
4.4755,1.162,0.2882,-0.016479,1.6224,0.0097921,0.26115,-0.057558
4.4984,0.56102,-0.16314,-0.070007,1.6021,0.01053,0.2637,-0.049623
4.4697,0.97693,0.34411,-0.092777,1.6261,0.012314,0.31023,-0.073012
4.4984,0.9418,-0.069904,-0.12972,1.6233,0.015857,0.3254,-0.034583
4.4716,0.70655,0.32138,-0.095436,1.634,0.013533,0.38631,-0.080046
4.4922,1.1031,0.15934,-0.065454,1.636,0.014406,0.40256,-0.019079
4.4787,0.52116,0.23521,-0.031541,1.6147,0.0097087,0.38874,-0.072501
4.48,1.3378,0.34881,-0.017359,1.6252,0.0271,0.40387,-0.039061
4.4903,0.40597,-0.019803,-0.052704,1.5917,0.050396,0.35221,-0.054077
4.4696,1.1509,0.48621,-0.024154,1.6142,0.037265,0.372,-0.068996
4.4961,0.67918,0.0050582,-0.016383,1.5904,0.043471,0.32321,-0.051303
4.4642,0.88415,0.48092,0.024801,1.6013,0.045968,0.31743,-0.080776
4.4958,0.88371,0.080239,0.0060717,1.5927,0.050781,0.29995,-0.019444
4.4711,0.37043,0.31558,0.011268,1.5842,0.053399,0.24229,-0.092166
4.4819,1.2206,0.17213,0.061302,1.5887,0.054644,0.23042,-0.022803
4.4818,0.33666,0.097301,0.10226,1.5689,0.056794,0.22186,-0.082479
4.4709,1.3516,0.3108,0.1438,1.5841,0.056621,0.2771,-0.034704
4.4943,0.1874,-0.15987,0.055406,1.5335,0.050858,0.2729,-0.035775
4.4633,1.0954,0.43284,0.041372,1.5445,0.050325,0.26656,-0.072282
4.4945,0.50816,-0.035015,-0.03858,1.5132,0.047091,0.26835,0.016113
4.4657,0.64827,0.39858,-0.048594,1.5122,0.051037,0.30128,-0.12193
4.4881,0.832,0.028615,-0.10361,1.4931,0.053335,0.27928,0.07596
4.4735,-0.06595,0.2608,-0.12412,1.4764,0.05646,0.29078,-0.09937
4.4775,1.3553,0.33112,-0.12372,1.4937,0.055401,0.33035,0.018669
4.4832,-0.17961,0.11195,-0.1058,1.4561,0.053624,0.32115,-0.084646
4.4679,1.1378,0.48895,0.007093,1.4895,0.056704,0.36305,-0.040862
4.4919,0.010986,-0.26583,0.034159,1.4215,0.053534,0.26193,0.0046014
4.4593,0.77131,0.53286,0.13741,1.4703,0.055472,0.29644,-0.11555
4.4955,0.4245,-0.22208,0.1092,1.4301,0.053675,0.27589,0.056465
4.4622,0.12094,0.43815,0.074052,1.4478,0.058803,0.27877,-0.12831
4.4855,1.0246,0.055564,0.012796,1.4397,0.044203,0.27521,0.035048
4.4737,-0.032703,0.11603,-0.041092,1.411,0.040301,0.2159,-0.13208
4.4731,1.3537,0.44431,-0.04896,1.4467,0.044896,0.18965,0.040159
4.4909,-0.56619,0.027433,-0.12475,1.3883,0.040314,0.14189,0.032468
4.4568,1.1182,0.61817,-0.052813,1.4277,0.040673,0.19078,-0.070797
4.4981,-0.10747,0.042138,-0.099225,1.3697,0.040025,0.13497,0.044686
4.4565,0.69185,0.5769,0.021236,1.3971,0.038793,0.17425,-0.12524
4.4933,0.39496,-0.014471,0.035277,1.362,0.03586,0.13686,0.15372
4.4662,-0.19685,0.34093,0.12012,1.3556,0.035937,0.13311,-0.13493
4.4812,0.9904,0.10919,0.14907,1.3507,0.035841,0.13686,0.098959
4.4799,-0.45996,0.055159,0.10503,1.3066,0.034891,0.1091,-0.078147
4.464,1.3812,0.34434,0.098491,1.3414,0.033537,0.18987,0.026481
4.4915,-0.65963,-0.23735,-0.029967,1.2758,0.031522,0.16542,0.059045
4.4557,1.0646,0.42114,0.033921,1.3245,0.03706,0.22311,-0.097399
4.4933,0.0046599,-0.20575,-0.060046,1.2869,0.036335,0.17807,0.14269
4.4543,0.46738,0.40158,0.0062516,1.3142,0.03722,0.18364,-0.17202
4.488,0.67727,-0.17565,-0.020821,1.286,0.038947,0.15484,0.17742
4.4648,-0.50164,0.12099,0.043215,1.2788,0.041308,0.15418,-0.14006
4.4751,1.2857,0.11682,0.12012,1.3157,0.042175,0.20799,0.11407
4.4751,-0.63852,-0.091238,0.14082,1.2792,0.042207,0.19663,-0.032003
4.46,1.2907,0.30042,0.21311,1.3234,0.040769,0.2135,-0.026721
4.4935,-0.61635,-0.41093,0.11109,1.245,0.042162,0.13452,0.13362
4.4504,0.80166,0.39444,0.18788,1.3062,0.041212,0.23448,-0.14544
4.4942,0.04727,-0.36617,0.10484,1.2643,0.026811,0.22513,0.20773
4.4515,0.022064,0.22464,0.13982,1.2802,0.032626,0.25475,-0.17659
4.4861,0.78631,-0.27828,0.068194,1.2297,0.02934,0.20094,0.18546
4.4644,-0.38981,-0.096435,0.0053395,1.2087,0.027986,0.17022,-0.10825
4.4694,1.4659,0.013737,0.010497,1.2542,0.026612,0.21491,0.074524
4.4824,-0.96938,-0.37483,-0.065351,1.1788,0.025168,0.12042,0.052766
4.4519,1.3638,0.26943,0.0747,1.3027,0.02436,0.21807,-0.083696
4.4903,-0.54043,-0.40487,-0.021328,1.2182,0.018616,0.11911,0.13729
4.4453,0.66248,0.31882,0.083268,1.2925,0.020907,0.16769,-0.18051
4.4933,0.21783,-0.41241,-0.0098378,1.2508,0.016871,0.078424,0.22264
4.4529,-0.2049,0.11229,0.060801,1.2877,0.02058,0.044523,-0.15708
4.4789,0.94142,0.042542,0.057603,1.2737,0.018911,0.040349,0.16007
4.468,-0.75941,0.061423,0.084142,1.209,0.018841,-0.0046874,-0.078658
4.461,1.355,0.19415,0.132,1.2704,0.018899,0.050412,0.044029
4.4859,-1.0717,-0.2607,0.0021859,1.1469,0.016595,-0.051997,0.12106
4.4472,1.135,0.31996,0.10168,1.2521,0.012988,0.040497,-0.10395
4.4912,-0.33495,-0.27256,-0.023185,1.1573,0.010447,-0.013813,0.1957
4.4442,0.42743,0.2653,0.050114,1.2163,0.011371,0.11654,-0.1892
4.4866,0.53464,-0.2812,-0.054406,1.1688,0.011916,0.13316,0.22598
4.4543,-0.43624,0.031756,-0.0024129,1.1726,0.012532,0.17502,-0.16951
4.4713,1.236,-0.080863,0.011705,1.1914,0.022139,0.23885,0.1472
4.4694,-0.83053,-0.22665,-0.017031,1.1001,0.00049315,0.19838,-0.036919
4.4547,1.3037,0.15354,0.056279,1.2068,-0.018451,0.31153,-0.0046226
4.4847,-0.7293,-0.31223,-0.08532,1.0708,-0.011848,0.2285,0.13096
4.4425,1.0794,0.29703,0.029946,1.1909,-0.015172,0.37795,-0.14369
4.4896,-0.24149,-0.31039,-0.047675,1.0867,-0.018008,0.26336,0.24696
4.4441,0.15508,0.21061,0.066672,1.1393,-0.018708,0.2703,-0.17913
4.4801,0.75467,-0.15448,-0.0061189,1.124,-0.017245,0.1822,0.21481
4.4539,-0.59659,0.074039,-0.0094267,1.1017,-0.015358,0.11007,-0.13468
4.4639,1.332,0.10818,0.010902,1.1711,-0.01883,0.17887,0.10826
4.4729,-0.94786,-0.16585,-0.0184,1.0794,-0.022815,0.073717,0.063523
4.4477,1.3347,0.30686,0.13751,1.1942,-0.021654,0.15826,-0.06756
4.4869,-0.76461,-0.32099,0.063717,1.073,-0.022841,0.05257,0.24246
4.4377,0.8894,0.32276,0.19476,1.1973,-0.019953,0.16762,-0.19536
4.4891,-0.20634,-0.31176,0.071579,1.1196,-0.027141,0.11985,0.33565
4.4433,-0.20551,0.22235,0.12355,1.1613,-0.028867,0.20041,-0.20225
4.478,0.52008,-0.15363,0.047249,1.1367,-0.027975,0.22495,0.31773
4.4588,-1.1886,-0.090017,0.033844,1.0919,-0.027564,0.21206,-0.0072754
4.4568,1.4173,0.10649,0.05732,1.1673,-0.025665,0.30487,0.076496
4.4818,-1.6594,-0.4255,-0.063084,1.0528,-0.024272,0.16888,0.24353
4.4389,1.277,0.28277,0.059574,1.189,-0.022032,0.30866,-0.15325
4.4959,-1.5346,-0.65989,-0.11453,1.0365,-0.019716,0.1282,0.47734
4.4367,-0.091946,0.26557,0.028346,1.2007,-0.007779,0.26255,-0.2564
4.4878,-0.50494,-0.57984,-0.02269,1.1282,-0.0081897,0.18931,0.49102
4.4471,-1.1491,-0.06761,0.11769,1.2024,-0.0054815,0.18589,-0.15885
4.4714,0.67117,-0.30404,0.11111,1.2493,-0.007471,0.20917,0.29541
4.4677,-1.9776,-0.41689,0.018455,1.2005,-0.0056035,0.12277,0.097986
4.4476,1.1214,0.07941,0.044423,1.3337,-0.0048526,0.261,0.011367
4.4858,-1.6188,-0.59077,-0.099142,1.2118,-0.0079523,0.15022,0.3439
4.4333,0.99886,0.23539,0.057108,1.3538,-0.0079138,0.29437,-0.18845
4.4901,-0.9286,-0.62612,-0.086643,1.239,-0.01204,0.19002,0.43945
4.4355,0.13058,0.099344,0.0017812,1.3104,-0.010076,0.26022,-0.22843
4.48,0.24236,-0.48058,-0.10447,1.2558,-0.0084721,0.22911,0.35115
4.4476,-0.92179,-0.15014,-0.072712,1.2438,-0.0064698,0.23859,-0.11733
4.4604,1.0557,-0.16021,-0.011726,1.2773,-0.002799,0.33315,0.18728
4.4685,-1.4274,-0.43284,-0.022176,1.181,-0.0046088,0.26532,0.11514
4.4403,1.2064,0.058256,0.098658,1.2812,-0.0015733,0.34457,-0.048017
4.4834,-1.2928,-0.64908,-0.089058,1.1669,-0.0038387,0.20034,0.32649
4.4314,0.94424,0.19487,-0.0018798,1.292,-0.0027092,0.29247,-0.20178
4.484,-0.46052,-0.54517,-0.14176,1.1851,-0.0058473,0.17477,0.36741
4.4358,-0.053549,0.11917,-0.026049,1.2622,-0.00028337,0.23624,-0.21001
4.4715,0.55126,-0.3317,-0.075807,1.2816,-0.0034729,0.23299,0.29885
4.4537,-1.1999,-0.22262,-0.10633,1.2859,0.015696,0.17198,-0.094478
4.4496,1.1474,-0.064456,-0.059211,1.3647,0.024488,0.24047,0.12006
4.4714,-1.5975,-0.49978,-0.11126,1.2757,0.019078,0.15992,0.1252
4.4343,1.1847,0.21561,0.052278,1.3871,0.023744,0.30691,-0.096961
4.4774,-0.84021,-0.41026,-0.046307,1.2419,0.017455,0.22653,0.25706
4.4286,0.68155,0.27517,0.067776,1.3165,0.017493,0.34417,-0.171
4.4736,-0.020039,-0.47221,-0.037424,1.2805,0.01508,0.31912,0.23803
4.4361,-0.39681,0.068065,-0.0047123,1.3078,0.015632,0.31526,-0.21975
4.4605,0.81222,-0.21646,-0.032395,1.3045,0.012956,0.31707,0.21595
4.4507,-0.99937,-0.25444,-0.028079,1.2675,0.014098,0.28387,-0.058069
4.4424,1.5207,0.10947,-0.0037682,1.3297,0.016633,0.35787,0.024559
4.4653,-0.8688,-0.37481,-0.14149,1.2609,0.018533,0.31824,0.081387
4.4292,1.1004,0.3136,-0.07092,1.3357,0.020618,0.37308,-0.099686
4.4707,-0.19125,-0.52572,-0.14737,1.2756,0.020496,0.28295,0.17964
4.4282,0.38918,0.2363,-0.015496,1.3321,0.023468,0.34728,-0.18455
4.4667,0.55562,-0.2882,-0.072416,1.3036,0.023307,0.35173,0.20829
4.438,-0.38027,0.071637,-0.059223,1.306,0.021389,0.37326,-0.14763
4.4522,1.251,0.047637,-0.088326,1.3196,0.0216,0.40359,0.12714
